cleaned_text,label
one of my favorite songs brother real talk,anger
one month til someones bday and i think its time to flaunt that i got them something pretty awesome,anger
he didnt sting me luckily he just flew off happy and drunk lolololol,anger
ellie just gave me loads of gifts with notes on em for uni n i burst out in tears i love her,anger
what i miss,anger
wrath of khan is one of the best movies of all time,anger
im girly in the sense that i always have lashes amp nails done but tomboy in the sense that black is my only color amp refuse the ruffle life,anger
follow up follow through be,anger
turn that frown upside down,anger
its game day t minus,anger
rose incense are the best thing ive ever bought,anger
literally burst out laughing,anger
follow up follow through be,anger
wrinkles should merely hide where frown have been mark twain,anger
love the new song i cant stop thinking about you by,anger
depression sucks,sadness
feeling worthless as always,sadness
feeling worthless as always,sadness
my has been really bad lately which is not good for my mental state i feel very overwhelmed,sadness
im think ima lay in bed all day and sulk life is hitting me to hard rn,sadness
so when i try i fail and when i dont try i still fail and,sadness
extreme sadness,sadness
my life in one word is depressing,sadness
panic attacks are the worst feeling really sick and still shaking i should be a sleep,sadness
feel so grim ugly atm,sadness
honestly depression is kicking my ass lately,sadness
at my age all i see is gray is it gray because of my bad eyes or my perspective,sadness
after idk why i start feeling so depress sad and lonely,sadness
i sulk too much for my own good,sadness
a night where depression is winning,sadness
going home is depressing,sadness
we cant even grieve over one black body before another one pops up due to pig brutality,sadness
its a gloomy ass day,sadness
wow im just really sadden by that terrible,sadness
my heads still in ibiza but my body is sat at me desk at work,sadness
dont leave me,sadness
depression sucks,sadness
its been a week of awful connectivity with no service or only g is not what im paying for,sadness
this the most depressing shit ever,sadness
sometimes the worst place you can be is in your own head,sadness
my service is down in cleveland oh whats going on,sadness
what a sad evening clearing out all of harveys cage and belongings now so final goodbye my little man,sadness
when you have doe run the opposite side of you,sadness
the moment of the day when you have to start to plaster a smile in your face,sadness
i hate when its gloomy outside because it always gets me in a depressing mood,sadness
people stealing things from my work out quite the damper on my day so now i am going to wear pajamas all day,sadness
ring ring is here,sadness
its now september and were still battling a situation that was said to be handled march of this year this is unacceptable,sadness
yeah im sure it will its just so depressing having to talk to my parents over the phone instead of talking to them downstairs,sadness
at home sick the blues wont cure it so i need ideas,sadness
i wouldnt wish anxiety and depression even on the worst of people its not fun,sadness
sorry main twitter im in depress,sadness
im surrounded by those trump voters youre right it is fucking terrifying,sadness
come to the funeral tomorrow at to mourn the death of my gpa,sadness
jesus you just made think that of all the vols v fl games ive seen ive never seen a win,sadness
after spending i was offered a voucher i asked if i could spend it at weekend was told no valid today only,sadness
thought i had a pretty solid gpa as a kin major and now that i look at the average for dpt programs i feel even more discouraged,sadness
depress,sadness
lament a heart far amp so near years so amp scarred lonesome feared,sadness
summer officially ends today,sadness
well my evaluation came back and i am minimally effective student test scores on the parcc sunk my eval its time for me to quit teaching,sadness
bad news fam life is still hard and awful,sadness
oh i should just get over my and be happy dont you think ive tried that thousands of times already youre not helping,sadness
im really constipated this is depressing,sadness
when health insurance wont cover tms but they let me know they cover ect,sadness
somewhere between and the day after,sadness
im despondent,sadness
applications for my dbs and still waiting been over a year now going to loose my job,sadness
i miss when social media was a place to get laughs off and jump in dms lol shit is depressing now,sadness
the three rs depress me,sadness
too many gloomy days,sadness
the weather sure matches the mood in this state today,sadness
and again dirty and self loathing attitude mope talking,sadness
wearing all black tomorrow as i continue to mourn the lives of the most recent victims of police brutality,sadness
am i the only person who dislikes fall,sadness
my soul is weary of fighting the battles in this world,sadness
my prayers are with the family friends amp members of as you mourn the loss of engineer ryan osler,sadness
just wish i was appreciated for all i do when is it my turn to be taken care of i want a break,sadness
though lately with how bad my depression has been i feel like my body is like just taking what little it can get,sadness
we have left,sadness
so fucking sad when the person you love doesnt try fighting for your happiness when youd do anything for them,sadness
do u the facts or do u now ask questions later,sadness
its interesting the photo of mono lisa is crying as well as the whole scene is very depressing,sadness
the news is disheartening everything that is going on is a result of a lack of understanding and misinformation by the media,sadness
never ever been this unhappy before in my life lmao,sadness
worst possible decision i could have made when arriving in the uk shocking service poor coverage,sadness
condolences to the jc and the georges family,sadness
no one wants to win the wild card because you have to play the cubs on the road,sadness
groom gloom,sadness
i dont think i can go to work tomorrow since val has left i need a day to mourn,sadness
good morning lovely people not gonna lie ive woken up feeling pretty glum,sadness
i cant help but feel melancholic,sadness
horrid disease my maternal grandmother and each of her sisters suffered from this affliction its hard on all,sadness
if anybody needs me ill be drowning my blues in a sea of whiskey,sadness
my god is a full shilling seriously you need a major rethink or no lab gove in your lifetime,sadness
in health we did a think about depression and now i feel like i have it,sadness
even hard facts dont seem to be sinking in i despair,sadness
so depressing that its darker so much earlier now,sadness
to good hearts i lost my job im responsible families my information in profile even dollar if cant just retweet,sadness
currently unfollowing anything relating to disneyworld or florida,sadness
its just begun ladies and gents the war on racism has begun continues smh,sadness
just wish i was appreciated for all i do when is it my turn to be taken care of i want a break,sadness
so mary berry mel and sue have gone with their principles and has gone with the fame and fortune,sadness
its super sad especially when you are talking to a real person and not a bot makes it feel real,sadness
call me now im laying in my bed moping like i intend to do for the next months,sadness
baaarissshhhhh sad song prefect night feeling alone,sadness
im so gloomy today,sadness
honestly ive come to a place where i keep getting discouraged but just gotta tell myself to keep pushing through it,sadness
official got in touch issue not addressed,sadness
back in cardiff after an amazing days away,sadness
so lost im faded,sadness
sometimes the worst place you can be is in your own head,sadness
just came of ba at at least passengers with broken bags this was a new suitcase customer,sadness
tell me how im supposed to feel,sadness
tomorrow will be the last episode of despair arc so much shit is gonna happen im not emotionally prepared,sadness
then maybe we should keep our white mouths shut and let the people being targeted speak and mourn,sadness
cum and despair,sadness
ill say it again if i was a black man id be afraid to leave my house or have a moving violation,sadness
i is sad,sadness
wanna pop some pills sedate myself and wake up tomorrow,sadness
patti seems so sad she stamped and ran behind the sofa we will have to give her plenty of love and affectionmore than usual,sadness
it feels like there are no houses out there for us with the most basic requirements i have there are literally no options,sadness
dont wanna go to work but i want the money,sadness
wow the housing market is no places to buy in my range,sadness
one ep of despair arc made me happy but and then im going back to future arc and im upset again,sadness
i have not nap for days in a row im very unhappy rn,sadness
literally was gloomy for an hour,sadness
do we think the swallows and swifts have gone photod nights ago not seen since,sadness
fucking gutted disheartened amp so pissed offgone from off the toughest most resolute defences to the worst amp most shambolic,sadness
stop dont make me laugh when im being sad,sadness
condolences to the jc and the georges family,sadness
your ux online is appalling no clear save button not being able to use any generic tlds,sadness
literally being here makes me depress tbh,sadness
the had a good one but then the reporter quit,sadness
this room is rather dreary but we endure what we must,sadness
where broken hearted lovers do cry away their gloom,sadness
another grim amp compelling news report by on the blockade of aid to the starving in,sadness
lost my xt nova around hole or,sadness
when you click over and over again for a cupcake but there are no vehicles available,sadness
nasty nasty chilly rain has put a damper on my afternoon cigar this is not a good thing and four tomorrow,sadness
i got diagnosed with severeextreme depression and i didnt know there was a difference between those two lol,sadness
the crisp autumn air my freedom purchased through death no one will mourn me,sadness
smokeys dad is sad,sadness
americans as a whole are for the most part feeling borderline despair at the very least looking at a situation out of control,sadness
story of my life,sadness
when will the weeks full of mondays end,sadness
im distraught candice and her pout can piss off,sadness
i dont know whether to despair or agitate for a cull,sadness
can i just sulk in peace,sadness
its sad when your man leaves work a little bit late and your worst fear is oh no did he get stopped by the police,sadness
my car is dented from the hail sad,sadness
from my head to think it was better but obviously its not,sadness
i was in high school and remember helping neighbors clean up back home in greenville pretty sobering stuff,sadness
i have sleep cooties i close my eyes and dream that im awake,sadness
wow almost all the tmobile stores in san diego are out of note replacements i need to get mine replaced,sadness
i forgot my hair straightner home im feeling lost without it,sadness
and i wont even get started with hillary and her fancy fundraisers,sadness
the underground at waterloo is not a nice place to be at am on a thursday,sadness
when will the weeks full of mondays end,sadness
ew omg that is so grim,sadness
grim really,sadness
with loyal heart is concerned,sadness
has providing customers wequipment that doesnt deliver speeds of internet services that they have been charging,sadness
yes too many cops and too many ppl who should have lost their lives r still alive,sadness
if you find me lost will you stay as a passerby or will you get lost with me,sadness
im getting use to not having a phone its sad,sadness
im slugging vitamin d pills by the handful like they were mampms when will this eternal winter end,sadness
sometimes the support network is causing the damage,sadness
sadly this sort of poster died by the s afaik,sadness
sadly not one less hour drinking time,sadness
i was in the dark room for minutes and failed every time i tried developing a photo im so frustrated with myself,sadness
mixed emotions,sadness
thank you i shall mourn her,sadness
making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist,sadness
but this is no easy ride for a child cries oh find mefind me nothing more we are on a sullen misty moor,sadness
had to give my yo afam son this advice today be polite no sudden movements keep hands where they can see them,sadness
man southampton will wipe the floor with west ham on sunday so disheartened,sadness
quite simply the ive ever used,sadness
hate knowing i have to get up at half for gym in the morning its so depressing,sadness
tried get earlier flt day turnd away bcuz it was late then agent let other pas on,sadness
love all the ex united managers on twitter who form our fanbase honestly i despair at times just back the fucking team eh,sadness
can we go back weeks and start again this is seriously dreadful,sadness
im honestly upset that they rewarded nicole k,sadness
i havent watched my favorite youtubers in months and its honestly made my depression so much worse,sadness
please its me,sadness
i think sadness is felt very strongly physically and mentally it feels like it takes over and its hard to focus at work,sadness
its old sadly,sadness
sadly not,sadness
the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad,sadness
some dont see the difference between courting and appealing to a women vs deception amp pressure its depressing,sadness
its way too hard not to get discouraged,sadness
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness
ive returned from the dead with a desire to clean the apartment and eat something that isnt garbage,sadness
poor service tonight to find season ticket holders in the seats we purchased online forced to move further away,sadness
even a pencil never with me until its,sadness
so gutted i dropped one of my earrings down the sink at school,sadness
having holiday blues,sadness
id rather die alone then end up with somebody who cant be sober,sadness
i dont think its fully sunk in that val is gone yet,sadness
hate being sober so i popped two,sadness
its pretty clear i cant stand no tolerance for habitual liars not a trump fan either so whats a citizen to do,sadness
hard to tell in your pic my mistake then either way nothing i said initially was about race u took it there,sadness
momentarily before it disappeared only solemnity and anxiety lacing his features i ran out to get you before,sadness
all the juniors are now wearing purple at ollafest while im here fighting with my alarm about when i need to wake up for german,sadness
the fact i havent had to wear a bra for a week and knowing ill have to start wearing one again after tomorrow is depressing,sadness
liam is too distant makes me mourn,sadness
its now september and were still battling a situation that was said to be handled march of this year this is unacceptable,sadness
this weather got me fucked up like you either be sunny and hot or gloomy and cold no in between,sadness
why do i have wait hours to call you back to cancel an order i just placed after already spending hours on the phone,sadness
life is too short so dont shoot it in with worries sadness and grief,sadness
brb going to sulk in bed until friday,sadness
nooooooooooooooooooooo we have stupid dismal lame winters where we maybe get some dangerous ice once,sadness
i could have seen her at a local mall or any school football games im disheartened,sadness
great programme tonight,sadness
my friends tell me im pretty trigger tells my im ugly i first was confused but then realised im both pretty ugly,sadness
but when my mom told me yesterday that it was looking grim and i started driving out there i was told to turn around bc she was too sick,sadness
isnt the whole its been hijacked argument the same argument used to ban or discourage the display of the st georges cross shame,sadness
i dont want the pity of my instructors but id like some understanding im truly trying despite all circumstances that make me discouraged,sadness
childhood experiences inform adult relationships we have associative memories not a question of ability to process,sadness
if payet goes either in jan or the seasons end cant say i blame him the boy must b so disheartened by what hes seeing at the mo,sadness
cant cope wi her sour face and tiny pout,sadness
theres many things i dont care about and many things i do that i dont speak on because its such a heaviness even when released,sadness
has providing customers wequipment that doesnt deliver speeds of internet services that they have been charging,sadness
flirt simper pout repeat yuck,sadness
bc its a gloomy day tony,sadness
my heart actually sunk looooool i was so confused,sadness
its ms btw we were lied to by remain dry your remainer tears just accept you,sadness
i cant stop i finished dejected luckily no one is in the bathroom so i go to a stall and wait until my pants are dry,sadness
i wonder what would happen if i were a father,sadness
this is so absurd i could laugh right now if i also didnt feel like crying for the future of our country,sadness
i couldnt get on with it either bits started drooping that shouldnt droop gp said mooncup alone to blame,sadness
it happens and vegas isnt the only origin thats prevelant,sadness
ill just have to my way to thisll be a hell of a journey back to,sadness
when you have doe run the opposite side of you,sadness
oh im sorry about it do not be sad yourself there is nothing important in the world to grieve about it,sadness
because of failure of delivery on time a customer has to pay k rupees more not good,sadness
genuinely grim stuff over a century of history sold off by some porn baron twats for a minty new stadium urgh,sadness
its sad when your man leaves work a little bit late and your worst fear is oh no did he get stopped by the police,sadness
at least in crystal every part of it is portrayed as being wrong the dark atmosphere the fact that mamoru is brainwashed,sadness
way too cool to die young way too young to die sober,sadness
take k out of it the numbers on madden are low and have dropped and people are unhappy,sadness
i have no clue where my charger is,sadness
this is the most grim piece of laughter i was stricken with all day,sadness
some moving clips on youtube tonight of the vigil held at tulsa metropolitan baptist church for,sadness
having a nail half hanging off is absolutely fucking grim even with my acrylic holding it on,sadness
lost geelong football team last seen entering through the banner not sure where theyve been since,sadness
always unhappy and easily offended,sadness
what a sad dayst day of falli dont dislike falli just love summer,sadness
im not there yet hasnt sunk in yet rest up,sadness
awareness of time is awareness of time lost,sadness
i frown and cup your cheeks in my hands after you step aside angela i care about you and i dont know how else i can,sadness
gonna be a loooooong year as a browns fan longer than normal and thats,sadness
i like your thinkingbut sadly no thats the shed,sadness
when the sadness leaves you broken in your bed i will hold you in the depths of your despair and its all in the name of love,sadness
theyve substituted the hood for a badge and gun public opinion is indictment of charlotte police,sadness
doing the exact same minus the beer sadly,sadness
i miss the guy who always make me sulk,sadness
let us not burden our remembrances with a heaviness thats gone william shakespeare ahead,sadness
cause fail or pass i refuse to be sober,sadness
why did they want to make you plummet in to the depths of despair,sadness
trump presidencya dark age for the usa and the world he would most definitely take us to war short amp long term pain,sadness
so unbelievably discouraged with music as of late incredibly behind on completing my album not digging this at all,sadness
hennessey dreadful mutch is he even on the pitch fryers out of his depth unfortunately,sadness
if youre unhappy with someone just fucking tell them youre unhappy and leave dont go fuckin around with other people on the side,sadness
conflicting reports on mama healthmannn and i woke up today feeling like mi ole selfrejoicenow dis,sadness
how can you blame the manager watching these players play its abysmal our team are dreadful if jose cant save us noone can,sadness
the sorrow is grim reminder of how bad i can be at video games and how i could get a bit too trigger happy at times rip,sadness
im kind of confused the one thing i do right now has a great future but on the other hand so does the new thing,sadness
msm relentlessly saying dt cant win to depress gop turnout amp provide cover stolen election,sadness
the voice is all about miley and alicia this year no longer about the contestants,sadness
i have this one so im not so sad but wtf,sadness
right i may be an fan and the football maybe shit but marcos rojo for has had a shocking start hes just dreadful,sadness
i get discouraged because i try for fucking years a contact with lady gaga but are thousands of tweets how she would see my tweet,sadness
show some respect thats all if u havent go to war u cant say anything u havent lost friends and mates on war so ahut it,sadness
had to give up on the blue guitar couldnt stand main character sort of skimread to the end which got grim and unsettling,sadness
first a coat now a pair of sunglasses next itll be a limb,sadness
some of these people at this protest are just there for the adrenaline rush,sadness
whenever i pout i just want adrian to appear and tell me to stop pouting or else,sadness
and there is despair underneath each and every action each and every attempt to pierce the armour of numbness mgla,sadness
please bear with me im not twitter savvy in real life im a facebook person help me gain followers,sadness
shes always so insensitive whenever i grieve idgi,sadness
put a damper on my mood,sadness
we lost,sadness
i knew you were going to do that i would definitely buy if i didnt live in texas where you cant play dfs so depress,sadness
romero is fucking dreadful like seriously my month old is better than him,sadness
one step forward two steps backward the link to rogerfederershop doesnt work i am losing hope about roger federer new website,sadness
my friends tell me im pretty trigger tells my im ugly i first was confused but then realised im both pretty ugly,sadness
from what i know of the man i have to assume that has had a heated argument with his own penis,sadness
sadly his best days are behind him,sadness
ty i often conflate the two depression sadness but they are very different this q reminded me of that,sadness
dont let the behavior of others destroy ur inner peace dalai lama,sadness
class angeles to dublin luggage day customer response time customer,sadness
ive got presents on their way for you and fi but i dont think theyll arrive by saturday sadly,sadness
stg i been in pine bluff all morning and to piss me off even more my damn shoes came in as a size i know i said fml,sadness
dont leave me,sadness
too grim too insanely determined to hurt you from,sadness
the thing is its either i be unproductive and unhappy or deal with some videos that do badly,sadness
its fucking dreadful for live footy matches,sadness
eating an egg is grim you are eating the material embodiment of a fart and an unborn chick,sadness
you never call me when your sober,sadness
come on lets make em hate make em pout they face,sadness
haha she did well today i cant get beyond her pout annoying me im afraid,sadness
hope was an instinct only the reasoning human mind could kill an animal never knew despair,sadness
patti seems so sad she stamped and ran behind the sofa we will have to give her plenty of love and affectionmore than usual,sadness
dylon felt dejected he has a dejected aunt,sadness
two blankets a hoody and still no eternal sunshine to mope to,sadness
once i have sent a pitch to a brand i close all tabs relevant to them instantly thats the kind of detachment i create for myself,sadness
nature looks a lot greener on gloomy dayz,sadness
congratulations my top homeowning tip try not to look at your mortgage balance too often the slowness will depress you,sadness
the new lock sound is grim,sadness
nothings youre feeling your lifes on the edgecould go either way all reason for jesuschristhealssavesask,sadness
sad music,sadness
think val might be going this week ill have to take the rest of the week off work to mourn im sure theyll understand,sadness
weeks into the course and have had the kitchen sink thrown at me i m still pulling knives and forks out of my ears,sadness
gaaaaaaaad should have stayed in london,sadness
where has your grapefruit squash gonenot been able to get for weeks,sadness
i mourn the creativity lost,sadness
i cant have alcohol on it sadly but it only flares up under very specific circumstances so i just need to be more careful,sadness
add donte moncrief to my dismal situation,sadness
shoutout to the drunk man on the bus who pissed in a bottle and on the seats,sadness
u know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself at almost am,sadness
i filled out the report on by lets go get them fines levied,sadness
itching something rn havent slept but considering taking like benadryl for a min nap i am itching so badly wow,sadness
theyre such garbage obviously i like that they suck but its still grim to watch,sadness
for a team as big as bayern and the they like to play football their pitch is fucking dreadful certainly no emirates pitch anyway,sadness
angry shouting match between a amp an youre a half emptyheaded youre half full of,sadness
still waits for yang guess she really needs her sleep or something kittens feeling kinda dejected right now,sadness
just a shame his world was gloom from day one almostthough it makes sense hed have the whole part hydrapart shieldc,sadness
how do u grieve someone who legally wasnt a person yet,sadness
its so gloomy outside i wish it was as cold as it looked,sadness
go home indays dmd you my info and have rung times a day what more can i do,sadness
when you saw a tshirt with the phrase my mind is a dangerous place to be and you would like to buy but in italy dont sell it,sadness
my nephew sees that i have a frown on my face and he tells me youre beautiful,sadness
trying to take whats lost and broken and make it right,sadness
only two carriages on birmingham to hereford no room to stand anymore friday commute,sadness
its become a verb im gonna villaseor all those old contacts i dont need anymore,sadness
its ok be disgusted or dishearten with presidential race but dont let that stop u from voting it matters,sadness
am blues while riding a cab home my belly is much bigger than the rest of my body but i couldnt be preggy how to lose it in a day,sadness
ill say it again if i was a black man id be afraid to leave my house or have a moving violation,sadness
maybe itd have been different if i stayed for sixth form but still the oppressive architecture uninteresting people,sadness
im confident they will never experience our successes of last yrs best they can hope for is to be another bournemouth,sadness
whats good is that we already hit rock bottom even though im about two more seasons away from new depths of despair,sadness
absolutely can not believe the generosity pouring out for us but id give everything i have for nick to be healthy and happy,sadness
i got his bitch depress,sadness
who do i contact about a shocking experience with clear sky holidays booked through you guys,sadness
well they should all be unhappy for the way they played right,sadness
i guess it must be really expensive for me its that the whole family stayed in poland so i really miss them,sadness
regret for the things we did can be tempered by time it is regret for the things we did not do that is inconsolable sydney j harris,sadness
untypical kinda friday,sadness
my oldest cat pisses me off shes always been weary of kennen senile kinda but recently shes been sweet until she attacked and bit him,sadness
xdd its a song that can not be weary,sadness
feels grim not having your nails done,sadness
how could such a crookedstuck updelusionaldimamp hearted dud be surprised losingampprob also ppl wont let their crimes drop imo,sadness
that ak leave your spine with a frown,sadness
a good shorty has so much to offer amp its sad that some of you niggas dont even see it when she right in front of your face and too late,sadness
noel edmonds reckons a cat hes talking to is stressed because of the uncertainty over future,sadness
one way ticket to the blues,sadness
how dull,sadness
george h establishment is unhappy trumps campaign branded his son lowenergy but he could not have beaten the others either,sadness
marcus roho is dreadful,sadness
im kind of confused the one thing i do right now has a great future but on the other hand so does the new thing,sadness
finished writing my second book tonight,sadness
taking out his feelings on kei unfairly his lips form a frown as he tries to walk away,sadness
tried get earlier flt day turnd away bcuz it was late then agent let other pas on,sadness
thank god she warned me before i walked to that sink cause lord knows i wouldve been sick to my stomach and wouldve wanted to sue lbvfs,sadness
so now yeah im home again still feeling mixed up inside amp kinda gloomy but a little more optimistic that ill figure this out,sadness
penny dreadful just cleaved off a fraction of my heart,sadness
gundlach calling for rounding top doom and gloom down move,sadness
everything is far away because time is short no rest for the weary,sadness
let them know its the,sadness
we want to help you with your give our office a call to learn how may be the treatment youve been waiting for,sadness
i dunno im getting less of the spacious lovely autumnal melancholy from our present apocalypse,sadness
got paid to vacuum up rat poop never a dull day in the biology department,sadness
the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad,sadness
we are sadden by this because we always strive to bring the best service to our customer we will always be here for you cm,sadness
someone needs to tell candice shell be stuck with that shitty pout if the wind changes,sadness
when health insurance wont cover tms but they let me know they cover ect,sadness
meden is frowning at you with her non existent face,sadness
negative campaign of doom and gloom dont win elections,sadness
if you have been on depression too u shouldnt be judging him and exposing him to everyone but helping him,sadness
sadly there is constitutional right to have abortion yet there is constitutional right to life safety net protects those rights,sadness
i am inconsolable at this gif in context,sadness
come here come on into my arms im not going anywhere tony i swear steve told him quiet and solemn,sadness
lisa getting what you want all the time will ultimately leave you unfulfilled and joyless,sadness
this sad truth,sadness
when are people going to realize that these riots are just perpetuating hate saying youre going to boycott a city,sadness
dont wanna go to work but i want the money,sadness
rooney needs to come off absolutely dreadful class goal from showing why he should be in the team,sadness
yall tune into snapchat for beans funereal,sadness
at my funeral when they close the casket i want them to play call recording has completed,sadness
goodbye despair,sadness
ffs dreadful defending,sadness
name change uncle remus lewis,sadness
the waitress recognised me from last time i was in there moping after my interview haha,sadness
what day is it,sadness
has anyone noticed that stories in recent days all paint positive accomplishments for trump and challenges for hillary,sadness
post series depression can be quite bad but it will get better i bet someone will pick the novel soon in the west,sadness
make him feel vigorous fine you can kill me now said hestia with a display of only despair rather than her joyful,sadness
while she was in her dull and sleeping hour a crew of patches rude mechanicals,sadness
the nd step to beating or is realising that its not about waiting for take action yourself now,sadness
he sure as hell helped me with my depression and still does,sadness
do u the facts or do u now ask questions later,sadness
sadly war has often been the factor that jump starts us economic growth,sadness
grim what the fuck going on with these dame fucking clowns takeing the gameing channel if i had a way to nj i would delete,sadness
leeds surely to drop the prices for that cup tie rather than the dismal attendance last night,sadness
theres something to note in the fact that the mask manufacturer produced her smiling and him frowning,sadness
the word happiness would lose its meaning if it were not balanced by sadness,sadness
the solution is to punish the criminals thats the only way to discourage crime or the circle will continue,sadness
i really enjoyed both episodes i had a bit of a gloomy day today but i feel a sense of inspiration from listening,sadness
pet but the end of all things is at hand be ye therefore and unto prayer,sadness
haha no sorry was it too grim even for you it disturbed me amp im starting to lose all trust in twitter generally,sadness
literally had a guy a somewouldsaysuccessful guy tell me this ship will sail kay guy first youre working with a sub last it sunk,sadness
i fought a racist girl and she stayed in gavc so if you get kicked out i call bs,sadness
how brave are the young individuals that have opened up to us about their and to help raise awareness,sadness
just rough situations all around for schalke and werder bremen to start the campaign bremen dashed late with a new manager both with,sadness
dont blame yourself he spoke as if she were in the room kicking the chair beneath him,sadness
call me a pessimist but i dont think therapy can fix whatever is wrong with anthony weiner,sadness
november lost to per tonne,sadness
with a frown she lets out a distraught gardevoir saying that she wishes she had a trainer,sadness
brad pitt being investigated for child abuse this all just got really,sadness
bare videos online but does anyone get rehabilitated does anyone actually get help for their affliction or do we jut get twitter videos,sadness
always do sober what you said youd do drunk that will teach you to keep your mouth shut ernest hemingway,sadness
my teeth were sunk down into the vein of the poor woman who had accidentally had a small problem with her engine just outside of,sadness
worst possible decision i could have made when arriving in the uk shocking service poor coverage,sadness
lost my day snapchat streak im done,sadness
tend to them hes going to get infections hes frowning and looking down as he does this it must hurt damn,sadness
youre sadly mistaken if you think id make a tweet for an isolated comment by a random twitter user,sadness
why do i have wait hours to call you back to cancel an order i just placed after already spending hours on the phone,sadness
i stopped watching gotham cause they dropped off tabitha and barbs relationship and made her pine after the main,sadness
i liked that she was not moping around in all of the episode she had a moment of emotional weakness felt sorry about,sadness
im confident they will never experience our successes of last yrs best they can hope for is to be another bournemouth,sadness
never leave me alone with my credit card nope nope mope,sadness
please or you could be clouded by your passion emotion leads you from the truth,sadness
the horrible puns for the day have been made i shall return to my cage in a dark corner by myself while crying amp laughing hysterical now,sadness
my house isnt always a mess but when it is its when i have friends coming,sadness
we can easily a who is of the the real of is when are of the plato,sadness
that were rather forlorn scanning the witches house before resting back on elphie the grimmerie is gone,sadness
and the left said we were all doom amp gloom the trump train is so much more fun,sadness
history repeating itselfgaa is our culture how dare anyone think its ok to discourage any irish person from attending any match or final,sadness
mayor visits downtrodden part o town in brave pr stunt more at eleven,sadness
went to pet supplies plus tonight but was not working i feel and,sadness
i thought it was because she once sunk her teeth into something thats meant b sooked,sadness
is it all doom and gloom i only want to hear lovely things about airbnb,sadness
maybe thats why were asked to study hard and get a job that we like that way it wouldnt be that dreadful,sadness
well it can go one of two ways you either get over it and accept it because its not going to change or you mope about,sadness
totally get it when youve said no to donuts times one week and lost lbs you get discouraged but its not linear,sadness
you dont know how to love me when youre sober,sadness
err i wasnt gloomy mio people were not gloomy only were,sadness
sure half these stars get togetherbreak uphave affairslet porn vids slip outfightect etc all to up there ratings,sadness
im so serious about putting words in my mouth bitch dont add the to my sentence if i didnt say that shit on bloods,sadness
its a and morning here so this time for purposes,sadness
what do you do you are not worthy enough to know,sadness
if a friend lost hisher phone how long do they have to mourn their lost phones before you ask for their earpiece,sadness
doesnt do it to anyone else he literally pulled me into the office cause someone complained i spit in the sink yesterday,sadness
why doesnt anybody i know watch penny dreadful,sadness
am a very old person i cant handle some stufflol i just left her there get back to me when youre sober,sadness
people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists namjoon,sadness
the problem is the time it has taken to do this means its going to be out of date already,sadness
trying to think positive and not let this situation discourage me,sadness
candice on great british bake off with that pout does my head in,sadness
too dull for the uk,sadness
blues blues,sadness
sometimes i think the british political landscape is desolate and then i look over at the foaming wasteland of the us and think were ok,sadness
dont look youll only be very very unhappy nngh i got the email notif thank you,sadness
positive thoughts on these gloom cloudy days,sadness
when youre on a train as its pitch black outside and you have no idea where you are,sadness
just do what you can dont get discouraged maybe some prayers for divine intervention to help you would help,sadness
wonderful post novelists shouldnt be discouraged by rejection but they usually are because their work is so personal,sadness
cheap pout my brodcast,sadness
so i tried to give her time to sober up while waiting at the our friends house hours later gal wake up out her nap to vomit again,sadness
otherwise youre committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness
my first time in slough so checked out the new station floor,sadness
niggas murking in each other in murky water i try to swim,sadness
oh dear i have to watch this the woman with the pout did well,sadness
as i lost my heart to you there in the dark underneath the stars,sadness
its dark,sadness
fogo max pessimism here and no bottom yet has a solid pe ratio for a restaurant lets catch it at level or level if it comes,sadness
not as sad as the white sox playing record,sadness
were sorry to hear about the issues and how this is making you feel we dont like to hear our customers being unhappy we,sadness
and naoto nod she also like tha bands but she also frown will the bands papa roach be at concert,sadness
sad this is not film story who knows could be ploy to escalate tension unverified report no hype,sadness
nahh thats grim,sadness
its my last week at cn im gonna be sad to leave but this will also be my first planned break since going into animation,sadness
well theres no need to sulk you can always request a song you know,sadness
that is a disappointment he fakes a pout then starts to chuckle,sadness
shoutout to the drunk man on the bus who pissed in a bottle and on the seats,sadness
lord make me an instrument of your peace where theres hate let me sow love where theres injury pardon where theres despair hope,sadness
turning then the older woman looked at sybil with a most somber expression she ran away from me but i cannot blame her,sadness
an hour played and have conceded less at west ham than have at northampton let that sink in,sadness
some people leave toilets in fucking grim states,sadness
my god is a full shilling seriously you need a major rethink or no lab gove in your lifetime,sadness
nls top bureaucrat is a director of a group formed to oppose nls top megaproject never dull,sadness
well of courseprogress for the sake of progress must be discouraged the problem is the substance of the rhetoric,sadness
already plotting next steps if i get cut off by the same minivan in tomorrows dropoff line,sadness
the sunderland time line is quite funny with all the doom amp gloom in facing us and the long trip to us midweek,sadness
so shines a good deed in a weary world roald dahl charlie and the chocolate factory,sadness
like keep grinding boy your life can change in one year and even when its dark out the sun is shining somewhere,sadness
